abstain_low_conf_count,abstain_low_conf_share,active_count,active_share,alpha,bucket_miss_threshold,clamp_over_pside_count,clamp_over_pside_share,coverage_feasible,coverage_overall,covered_count,covered_feasible_count,covered_gap_norm_mean,covered_gap_norm_median,covered_gap_norm_q25,covered_gap_norm_q75,delta,delta_quantile,feasible_count,feasible_covered_gap_norm_mean,infeasible_count,max_possible_coverage,mean_p_pred,mean_p_side,sample_count,side_violation_count,side_violation_rate
0.0,0.0,5479.0,0.6652501214181642,2.0,0.3,2757.0,0.33474987858183586,0.9158326497128794,0.6777561923263721,5582.0,5582.0,0.7146888158734238,0.7688676480571028,0.5243031510573516,1.0,0.09800490736961365,0.9,6095.0,0.7146888194317778,2141.0,0.7400437105390967,0.49944968315233007,0.5651863688744982,8236.0,0.0,0.0
0.0,0.0,5479.0,0.6652501214181642,2.0,0.5,2757.0,0.33474987858183586,0.9158326497128794,0.6777561923263721,5582.0,5582.0,0.7146888158734238,0.7688676480571028,0.5243031510573516,1.0,0.09800490736961365,0.9,6095.0,0.7146888194317778,2141.0,0.7400437105390967,0.49944968315233007,0.5651863688744982,8236.0,0.0,0.0
0.0,0.0,5479.0,0.6652501214181642,2.0,1.0,2757.0,0.33474987858183586,0.9158326497128794,0.6777561923263721,5582.0,5582.0,0.7146888158734238,0.7688676480571028,0.5243031510573516,1.0,0.09800490736961365,0.9,6095.0,0.7146888194317778,2141.0,0.7400437105390967,0.49944968315233007,0.5651863688744982,8236.0,0.0,0.0
8236.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.7400437105390967,6095.0,6095.0,1.0,1.0,1.0,1.0,0.110198475420475,0.92,6095.0,1.0,2141.0,0.7400437105390967,0.5651863688744982,0.5651863688744982,8236.0,0.0,0.0
8112.0,0.9849441476444876,85.0,0.010320543953375425,2.0,0.025,39.0,0.00473530840213696,0.9998359310910583,0.7399222923749393,6094.0,6094.0,0.9965384207998285,1.0,1.0,1.0,0.110198475420475,0.92,6095.0,0.9965384207998285,2141.0,0.7400437105390967,0.5644731300026234,0.5651863688744982,8236.0,0.0,0.0
5333.0,0.6475230694511899,1186.0,0.14400194269062652,2.0,0.05,1717.0,0.20847498785818358,0.9901558654634947,0.7327586206896551,6035.0,6035.0,0.957312144083798,1.0,1.0,1.0,0.110198475420475,0.92,6095.0,0.9573121441612142,2141.0,0.7400437105390967,0.556038786255447,0.5651863688744982,8236.0,0.0,0.0
2873.0,0.34883438562408936,2685.0,0.3260077707625061,2.0,0.075,2678.0,0.32515784361340455,0.9730926989335521,0.7201311316172899,5931.0,5931.0,0.887206818365667,1.0,0.8545517389898334,1.0,0.110198475420475,0.92,6095.0,0.8872068195240274,2141.0,0.7400437105390967,0.5398420371311043,0.5651863688744982,8236.0,0.0,0.0
663.0,0.08050024283632831,4475.0,0.5433462846041768,2.0,0.1,3098.0,0.3761534725594949,0.9453650533223954,0.6996114618746965,5762.0,5762.0,0.7829204482359542,0.8992959080022023,0.6169919665157753,1.0,0.110198475420475,0.92,6095.0,0.782920450342968,2141.0,0.7400437105390967,0.5157037124338495,0.5651863688744982,8236.0,0.0,0.0
0.0,0.0,5027.0,0.6103691112190384,2.0,0.15,3209.0,0.38963088878096164,0.9343724364232978,0.6914764448761535,5695.0,5695.0,0.7469837141970391,0.8183874495162344,0.5686632351171923,1.0,0.110198475420475,0.92,6095.0,0.7469837166384561,2141.0,0.7400437105390967,0.5069375974193528,0.5651863688744982,8236.0,0.0,0.0
0.0,0.0,5027.0,0.6103691112190384,2.0,0.2,3209.0,0.38963088878096164,0.9343724364232978,0.6914764448761535,5695.0,5695.0,0.7469837141970391,0.8183874495162344,0.5686632351171923,1.0,0.110198475420475,0.92,6095.0,0.7469837166384561,2141.0,0.7400437105390967,0.5069375974193528,0.5651863688744982,8236.0,0.0,0.0
