feature,gain,split
prev_bar_trade_count_lag12,14.9113223841845,0.0
sl_agg_top_trade_notional_share_5s,14.880616763933736,0.0
ret_10_mean_gap_6,14.76691863620842,0.0
range_pos_3_rolling_z_6,14.7545752103514,0.0
volume_z_10_rolling_z_6,14.741452906957473,0.0
bd_log_total_notional_1p,14.715398275467225,0.0
sl_agg_median_trade_size_3s,14.677937605255318,0.0
legal_prev_relative_taker_buy_base_volume_20,14.66297322069087,0.0
sl_mirror_vwap_dist_5s,14.661881266720043,0.0
sl_agg_large_buy_volume_share_5s,14.638148063003744,0.0
hour_cos,14.624252960724904,0.0
compression_score_delta_1,14.617374485990402,0.0
bd_imbalance_1p_delta_5m,14.57558185481335,0.0
close_z_5_mean_gap_6,14.555277635954482,0.0
close_z_5_delta_1,14.521998917772075,0.0
sl_taker_count_imbalance_60s,14.510767903535656,0.0
context_ret_product__clv_1__ret_10,14.480996738363704,0.0
sl_signed_dollar_flow_30s,14.469440671150911,0.0
range_pos_10_rolling_z_12,14.466466013646455,0.0
relative_volume_20_lag6,14.452920859550742,0.0
rv_30_delta_6,14.450298745361657,0.0
sl_interaction__sl_mirror_ret_5s__x__sl_taker_imbalance_30s,14.423674815143052,0.0
range_pos_5_mean_gap_24,14.341609668412108,0.0
compression_score_lag1,14.297137598726914,0.0
context_relative_volume_product__compression_score__relative_volume_20,14.240704408108611,0.0
context_ret_product__up_ratio_5__ret_3,14.207048038958389,0.0
sl_agg_end_second_sell_pressure_30s,14.193830581432463,0.0
sl_agg_trade_cluster_score_3s,14.140734152136863,0.0
efficiency_10_mean_gap_12,14.130462851456322,0.0
sl_agg_mean_interarrival_ms_5s,14.120711377361253,0.0
volume_share_term_spread__volume_share_3__volume_share_10,14.018516301854156,0.0
legal_prev_taker_buy_base_volume_z_3,13.967912355942095,0.0
sl_return_30s_lag5s,13.937896356954276,0.0
legal_prev_relative_trade_count_20,13.900587266277398,0.0
taker_imbalance_mean_5,13.899825732818966,0.0
sl_agg_buy_run_length_5s,13.859327759268577,0.0
sl_return_60s_lag30s,13.82576285914316,0.0
compression_score,13.80508688750498,0.0
rv_5_lag1,13.757831945748167,0.0
volume_z_3_rolling_z_24,13.734913845659145,0.0
sl_rv_10s,13.723401988240253,0.0
close_z_5_delta_6,13.713083658145079,0.0
low_volume_flag_share_5_rolling_z_12,13.654205009980913,0.0
legal_prev_taker_buy_base_volume_sum_10,13.625456075628366,0.0
context_ret_product__max_down_ret_5__ret_3,13.624863300626437,0.0
htf_regime_trend_strength_15m_delta_3,13.449152292765286,0.0
volume_z_term_spread__volume_z_10__volume_z_20,13.330631191650923,0.0
legal_prev_taker_buy_base_volume_sum_20,13.26879607510631,0.0
sl_rvar_3s,13.232243322805715,0.0
sl_agg_sell_trade_cluster_score_60s,13.145684020859827,0.0
