bin_index,limit_price,empirical_gc,mean_h2_gc
6,0.61,0.9693877551020408,0.9680681228637695
6,0.62,0.9795918367346939,0.9744665026664734
6,0.63,0.9897959183673469,0.9797501564025879
6,0.64,1.0,0.9849189519882202
6,0.65,1.0,0.9887956976890564
6,0.66,1.0,0.9920448064804077
6,0.67,1.0,0.9940422773361206
6,0.68,1.0,0.9948832988739014
6,0.69,1.0,0.996082067489624
6,0.7,1.0,0.9972414374351501
6,0.71,1.0,0.9978118538856506
6,0.72,1.0,0.9981386065483093
6,0.73,1.0,0.9987244009971619
6,0.74,1.0,0.9989929795265198
6,0.75,1.0,0.9993177056312561
6,0.76,1.0,0.9994564652442932
6,0.77,1.0,0.9995928406715393
6,0.78,1.0,0.9997341632843018
6,0.79,1.0,0.9998306035995483
6,0.8,1.0,0.9998847842216492
6,0.81,1.0,0.9999253153800964
6,0.82,1.0,0.9999673962593079
6,0.83,1.0,0.999980628490448
6,0.84,1.0,0.9999887347221375
6,0.85,1.0,0.9999921917915344
7,0.01,0.0,0.008993743918836117
7,0.02,0.0,0.018637698143720627
7,0.03,0.0,0.028049875050783157
7,0.04,0.01020408163265306,0.034273743629455566
7,0.05,0.01020408163265306,0.04428580775856972
7,0.06,0.01020408163265306,0.05614957958459854
7,0.07,0.02040816326530612,0.062434177845716476
7,0.08,0.02040816326530612,0.07065854966640472
7,0.09,0.030612244897959183,0.07990862429141998
7,0.1,0.05102040816326531,0.09479875862598419
7,0.11,0.061224489795918366,0.10866769403219223
7,0.12,0.07142857142857142,0.12088747322559357
7,0.13,0.09183673469387756,0.1309157907962799
7,0.14,0.10204081632653061,0.14492253959178925
7,0.15,0.10204081632653061,0.15729787945747375
7,0.16,0.10204081632653061,0.16876037418842316
7,0.17,0.12244897959183673,0.18101388216018677
7,0.18,0.14285714285714285,0.19587792456150055
7,0.19,0.15306122448979592,0.20586428046226501
7,0.2,0.15306122448979592,0.2197435200214386
7,0.21,0.16326530612244897,0.232627272605896
7,0.22,0.17346938775510204,0.24248839914798737
