feature,gain,split
sl_return_30s_minus_300s,0.0,0
sl_slope_5s_minus_slope_30s,0.0,0
sl_slope_10s_minus_slope_60s,0.0,0
sl_late_window_acceleration_flag,0.0,0
sl_return_5s_sign,0.0,0
sl_return_30s_sign,0.0,0
sl_return_5s_30s_sign_disagreement,0.0,0
sl_direction_flips_10s,0.0,0
sl_directional_efficiency_10s,0.0,0
sl_choppiness_10s,0.0,0
sl_momentum_persistence_30s,0.0,0
sl_directional_efficiency_30s,0.0,0
sl_choppiness_30s,0.0,0
sl_momentum_persistence_60s,0.0,0
sl_choppiness_60s,0.0,0
sl_max_adverse_move_60s,0.0,0
sl_rebound_from_local_low_60s,0.0,0
sl_pullback_from_local_high_60s,0.0,0
sl_last_second_reversal_flag,0.0,0
sl_taker_buy_count_5s,0.0,0
sl_taker_sell_count_5s,0.0,0
sl_taker_imbalance_5s,0.0,0
sl_signed_dollar_flow_ratio_5s,0.0,0
sl_trade_count_5s,0.0,0
sl_trades_per_second_5s,0.0,0
sl_total_volume_5s,0.0,0
sl_dollar_volume_5s,0.0,0
sl_avg_trade_size_5s,0.0,0
sl_taker_sell_volume_10s,0.0,0
sl_taker_buy_count_10s,0.0,0
sl_taker_buy_ratio_10s,0.0,0
sl_taker_sell_ratio_10s,0.0,0
sl_taker_imbalance_10s,0.0,0
sl_taker_count_imbalance_10s,0.0,0
sl_signed_dollar_flow_10s,0.0,0
sl_signed_dollar_flow_ratio_10s,0.0,0
sl_trades_per_second_10s,0.0,0
sl_total_volume_10s,0.0,0
sl_avg_trade_size_10s,0.0,0
sl_taker_sell_volume_30s,0.0,0
sl_taker_buy_ratio_30s,0.0,0
sl_taker_sell_ratio_30s,0.0,0
sl_taker_imbalance_30s,0.0,0
sl_taker_count_imbalance_30s,0.0,0
sl_signed_dollar_flow_30s,0.0,0
sl_signed_dollar_flow_ratio_30s,0.0,0
sl_trade_count_30s,0.0,0
sl_trades_per_second_30s,0.0,0
sl_total_volume_30s,0.0,0
sl_dollar_volume_30s,0.0,0
sl_avg_trade_size_30s,0.0,0
sl_price_impact_proxy_30s,0.0,0
sl_taker_buy_volume_60s,0.0,0
sl_taker_sell_volume_60s,0.0,0
sl_taker_buy_count_60s,0.0,0
sl_taker_sell_count_60s,0.0,0
sl_taker_buy_ratio_60s,0.0,0
sl_taker_sell_ratio_60s,0.0,0
sl_taker_imbalance_60s,0.0,0
sl_taker_count_imbalance_60s,0.0,0
sl_signed_dollar_flow_60s,0.0,0
sl_signed_dollar_flow_ratio_60s,0.0,0
sl_trade_count_60s,0.0,0
sl_trades_per_second_60s,0.0,0
sl_total_volume_60s,0.0,0
sl_dollar_volume_60s,0.0,0
sl_price_impact_proxy_60s,0.0,0
sl_taker_buy_volume_300s,0.0,0
sl_taker_sell_volume_300s,0.0,0
sl_taker_buy_count_300s,0.0,0
sl_taker_sell_count_300s,0.0,0
sl_taker_imbalance_300s,0.0,0
sl_taker_count_imbalance_300s,0.0,0
sl_signed_dollar_flow_300s,0.0,0
